Date,Daily Return,Mkt-RF,SMB,HML,RF,Date,Strategy Return,Dividends Profit,Transaction Cost
2003-06-10,0.001002023,0.0095,0.0046,-0.0002,0.00005,2003-06-10,0.001207109,0.000917651,0.001072737
2003-06-11,0.001434194,0.0129,-0.0046,0.0038,0.00005,2003-06-11,0.002593455,0.000170755,0.001280016
2003-06-12,0.000113209,0.0018,0.0002,0.0036,0.00005,2003-06-12,0.001180095,0,0.001016886
2003-06-13,0.002639952,-0.0102,-0.0021,0.0007,0.00005,2003-06-13,0.003723628,0,0.001033676
2003-06-16,0.005597602,0.0215,-0.0037,-0.0054,0.00005,2003-06-16,0.006654813,0,0.001007211
2003-06-17,0.004035024,0.0013,0.003,-0.0033,0.00005,2003-06-17,0.005387214,0,0.00130219
2003-06-18,-0.00308674,-0.0015,0.0031,-0.0016,0.00005,2003-06-18,-0.001179004,0.000308831,0.002166567
2003-06-19,0.000165162,-0.0149,0.0005,0.0065,0.00005,2003-06-19,0.001240161,0.000620227,0.001645226
2003-06-20,-0.000831337,0.0005,-0.0019,0.0007,0.00005,2003-06-20,0.000184294,0.000247494,0.001213125
2003-06-23,-0.001719131,-0.0152,-0.0063,0.0017,0.00005,2003-06-23,-0.000263142,0,0.001405989
2003-06-24,-0.004850283,0.0019,0.0007,0.0023,0.00005,2003-06-24,-0.003598353,0,0.00120193
2003-06-25,-0.002285757,-0.006,0.0107,-0.0001,0.00005,2003-06-25,-0.000585375,0,0.001650382
2003-06-26,0.005063434,0.0112,0.0039,-0.0047,0.00005,2003-06-26,0.006443202,0.00015688,0.001486648
2003-06-27,0.000580711,-0.0084,0.0056,0.0022,0.00005,2003-06-27,0.001227998,0.0004716,0.001068887
2003-06-30,0.002306,-0.0017,-0.0014,0.0035,0.00005,2003-06-30,0.003562234,0,0.001206234
2003-07-01,-0.001379428,0.0073,-0.0043,-0.0006,0.00003,2003-07-01,0.000487322,0,0.00183675
2003-07-02,0.003219679,0.0128,0.0106,0.0009,0.00003,2003-07-02,0.004303485,0.000242325,0.001296131
2003-07-03,0.006242783,-0.0072,0.0027,-0.001,0.00003,2003-07-03,0.007561138,0,0.001288355
2003-07-07,0.002769049,0.0191,-0.0016,0.0035,0.00003,2003-07-07,0.003244766,0.000739857,0.001185574
2003-07-08,0.004862705,0.0051,0.0131,0.0005,0.00003,2003-07-08,0.00652299,0,0.001630285
2003-07-09,-0.000867906,-0.0034,0.0099,0.0035,0.00003,2003-07-09,0.000131235,0,0.000969141
2003-07-10,0.000998982,-0.0133,0,-0.0028,0.00003,2003-07-10,0.001519481,0.000923184,0.001413683
2003-07-11,-0.004335702,0.0092,0.0007,-0.0006,0.00003,2003-07-11,-0.003075278,0,0.001230424
2003-07-14,0.008524441,0.0073,0.0014,0.0024,0.00003,2003-07-14,0.00981056,0,0.001256119
2003-07-15,0.004853252,-0.0041,0.0009,-0.0006,0.00003,2003-07-15,0.00637698,0.000110989,0.001604717
2003-07-16,-0.007584875,-0.0064,0.0021,-0.0027,0.00003,2003-07-16,-0.006219544,0.00017633,0.001511661
2003-07-17,-0.008193208,-0.0145,-0.0122,-0.0048,0.00003,2003-07-17,-0.006602281,0,0.001560927
2003-07-18,-0.0162821,0.0108,-0.0015,-0.0009,0.00003,2003-07-18,-0.015062486,0.000304665,0.001494279
2003-07-21,0.021755341,-0.0142,0.0003,-0.0042,0.00003,2003-07-21,0.023591899,0,0.001806558
2003-07-22,-0.00700696,0.0097,0.003,0.0045,0.00003,2003-07-22,-0.005490328,0.000174216,0.001660848
2003-07-23,0.001049051,0.0018,0.0066,-0.01,0.00003,2003-07-23,0.002970823,0,0.001891772
2003-07-24,0.005159515,-0.0065,0.0024,0.0044,0.00003,2003-07-24,0.006826632,0.000373653,0.00201077
2003-07-25,-0.005823599,0.0151,-0.0063,-0.0031,0.00003,2003-07-25,-0.004096371,0,0.001697228
2003-07-28,0.00210702,-0.0002,0.0096,0.0029,0.00003,2003-07-28,0.003159398,0,0.001022378
2003-07-29,-0.007842824,-0.0057,0.0051,-0.0003,0.00003,2003-07-29,-0.006182358,0,0.001630466
2003-07-30,-0.005655345,-0.0018,0.0028,-0.0067,0.00003,2003-07-30,-0.004591795,0,0.00103355
2003-07-31,0.004661884,0.0032,0.0026,0.0024,0.00003,2003-07-31,0.006028241,0,0.001336357
2003-08-01,-0.003157021,-0.0106,-0.0046,-0.0012,0.00003,2003-08-01,-0.001984892,0.000347625,0.001489754
2003-08-04,-0.013313404,0.0011,-0.0063,-0.0034,0.00003,2003-08-04,-0.011713698,0,0.001569706
2003-08-05,-0.005019403,-0.0171,0.0038,-0.0004,0.00003,2003-08-05,-0.003280754,0,0.001708649
2003-08-06,0.009089836,0.0002,-0.0098,0.0045,0.00003,2003-08-06,0.010706312,0,0.001586476
2003-08-07,0.005033559,0.0057,-0.0049,-0.0052,0.00003,2003-08-07,0.007045105,0,0.001981546
2003-08-08,0.010648407,0.0033,-0.0046,0.0012,0.00003,2003-08-08,0.012115239,0,0.001436832
2003-08-11,0.003322619,0.0043,0.0071,-0.0002,0.00003,2003-08-11,0.004570405,0,0.001217786
2003-08-12,0.006255608,0.0109,0.0047,0.001,0.00003,2003-08-12,0.003217884,0.004286697,0.001218973
2003-08-13,-0.004393079,-0.005,0.0068,0.0004,0.00003,2003-08-13,-0.003001964,0,0.001361115
2003-08-14,-0.001362596,0.0062,0.0009,0.0043,0.00003,2003-08-14,-0.000687841,0.0001833,0.000828055
2003-08-15,-0.000164495,0.001,0.0021,-0.0017,0.00003,2003-08-15,0.000453874,0.000218685,0.000807054
2003-08-18,0.001228315,0.0103,0.0086,0.0008,0.00003,2003-08-18,0.002892116,0,0.001633801
2003-08-19,-0.004404094,0.0043,0.0098,0.0061,0.00003,2003-08-19,-0.003202174,0,0.00117192
2003-08-20,0.009812403,-0.0014,0.0037,0.0003,0.00003,2003-08-20,0.010762981,0,0.000920578
2003-08-21,0.00101727,0.0047,0.006,0.0031,0.00003,2003-08-21,0.002698288,0,0.001651018
2003-08-22,0.00284283,-0.0106,-0.0059,0.0011,0.00003,2003-08-22,0.003890797,0,0.001017967
2003-08-25,-0.000357786,-0.0004,-0.001,-0.0032,0.00003,2003-08-25,0.000524519,0,0.000852305
2003-08-26,-0.00652476,0.0029,0.0018,0.0008,0.00003,2003-08-26,-0.005324657,0,0.001170103
2003-08-27,0.001036416,0.0017,0.0082,0.0005,0.00003,2003-08-27,0.002287611,0,0.001221195
2003-08-28,0.004504595,0.007,0.0022,0.0026,0.00003,2003-08-28,0.005744532,0,0.001209937
2003-08-29,0.002863112,0.0053,-0.0033,0.0032,0.00003,2003-08-29,0.004059957,0,0.001166845
2003-09-02,0.005921678,0.014,0.0054,-0.0008,0.00004,2003-09-02,0.006717829,0,0.000756151
2003-09-03,0.000330346,0.0042,0.0027,0.0027,0.00004,2003-09-03,0.001405929,0,0.001035583
2003-09-04,0.001572171,0.0022,0.0045,-0.0016,0.00004,2003-09-04,0.002843852,0,0.001231681
2003-09-05,0.003812213,-0.0062,-0.0006,0.0023,0.00004,2003-09-05,0.005330965,0,0.001478752
2003-09-08,0.001498013,0.0107,0.0064,-0.0015,0.00004,2003-09-08,0.002949661,0,0.001411648
2003-09-09,0.001648027,-0.0079,0.003,-0.0024,0.00004,2003-09-09,0.003049655,0,0.001361628
2003-09-10,-0.005977702,-0.0137,-0.0053,-0.0063,0.00004,2003-09-10,-0.00426643,0.000239375,0.001910647
2003-09-11,-0.000709394,0.0062,0.0059,0.001,0.00004,2003-09-11,-2.75E-05,0.000639165,0.001281059
2003-09-12,0.003732329,0.0023,0.0017,0.0014,0.00004,2003-09-12,0.005143695,0,0.001371366
2003-09-15,-0.00022644,-0.0035,0.0024,-0.0013,0.00004,2003-09-15,0.001136024,0.000191038,0.001513502
2003-09-16,0.001163829,0.014,0.0009,0.001,0.00004,2003-09-16,0.003095785,0,0.001891956
2003-09-17,0.002269041,-0.0026,0.0016,0.0022,0.00004,2003-09-17,0.002594045,0.00111012,0.001395124
2003-09-18,0.001425664,0.0125,-0.0055,0.0024,0.00004,2003-09-18,0.002909757,0,0.001444093
2003-09-19,0.003051509,-0.0023,0.0047,0.0001,0.00004,2003-09-19,0.004419423,0,0.001327914
2003-09-22,-0.000520721,-0.013,0.0019,0.0014,0.00004,2003-09-22,0.000925631,0.0002514,0.001657752
2003-09-23,-2.15E-05,0.0065,0.0051,0.0004,0.00004,2003-09-23,0.0009229,0,0.000904389
2003-09-24,0.003522339,-0.0188,-0.0021,0.0008,0.00004,2003-09-24,0.004365619,0.00027125,0.00107453
2003-09-25,-0.005309097,-0.0081,-0.0161,-0.0025,0.00004,2003-09-25,-0.003828709,0.000420633,0.001861021
2003-09-26,-0.002468776,-0.0084,-0.0126,0.0002,0.00004,2003-09-26,-0.001118225,0,0.001310551
2003-09-29,-0.004074052,0.0098,0.0048,0.001,0.00004,2003-09-29,-0.002702578,0,0.001331474
2003-09-30,0.007639937,-0.0096,-0.0003,0.0011,0.00004,2003-09-30,0.009287001,0,0.001607064
2003-10-01,-0.000815835,0.0216,0.0037,0.0017,0.00003,2003-10-01,0.000112734,0,0.000898569
2003-10-02,0.010027104,0.0031,0.0013,0.0011,0.00003,2003-10-02,0.011058222,0,0.001001118
2003-10-03,0.004755355,0.0102,0.0068,-0.0002,0.00003,2003-10-03,0.006089019,0,0.001303664
2003-10-06,-0.001114766,0.0049,0.0036,0.0038,0.00003,2003-10-06,-6.76E-05,0,0.001017166
2003-10-07,0.004958297,0.0051,0.0033,0.0015,0.00003,2003-10-07,0.00630256,0,0.001314263
2003-10-08,0.006604834,-0.0048,-0.0028,0.0019,0.00003,2003-10-08,0.007106496,0.000973241,0.001444903
2003-10-09,0.000808734,0.0055,0.0027,0.0038,0.00003,2003-10-09,0.001820978,0,0.000982244
2003-10-10,0.008664857,-0.0008,-0.0043,0.0045,0.00003,2003-10-10,0.008639267,0.001368041,0.001312451
2003-10-13,0.002069793,0.0081,0.0078,0.0012,0.00003,2003-10-13,0.00326025,0,0.001160457
2003-10-14,0.002218898,0.0044,0.0048,0.0016,0.00003,2003-10-14,0.004122301,0,0.001873403
2003-10-15,0.000333073,-0.0036,-0.003,-0.0009,0.00003,2003-10-15,0.001994765,0.000200265,0.001831957
2003-10-16,-0.002560216,0.0035,0.0012,0.0003,0.00003,2003-10-16,-0.001226212,0.000245123,0.001549127
2003-10-17,-0.000795197,-0.0111,-0.0049,-0.0003,0.00003,2003-10-17,0.000349032,0,0.001114229
2003-10-20,-0.00160756,0.0041,-0.001,-0.0021,0.00003,2003-10-20,-0.000252309,0,0.001325251
2003-10-21,0.000636498,0.0024,0.0064,-0.0022,0.00003,2003-10-21,0.002384124,0,0.001717626
2003-10-22,0.004783041,-0.0152,-0.0067,-0.0004,0.00003,2003-10-22,0.006478908,0,0.001665867
2003-10-23,-0.002251892,0.0022,-0.007,-0.003,0.00003,2003-10-23,-0.000772558,0,0.001449334
2003-10-24,0.003047367,-0.0045,-0.0034,-0.0001,0.00003,2003-10-24,0.004384947,0,0.00130758
2003-10-27,0.003840463,0.004,0.0115,0.0038,0.00003,2003-10-27,0.005035446,0.000335055,0.001500038
2003-10-28,0.006268962,0.0159,0.0048,-0.0019,0.00003,2003-10-28,0.007538798,0.000397345,0.001637181
2003-10-29,0.002229836,0.0028,0.0081,0.0025,0.00003,2003-10-29,0.004106998,0,0.001847162
2003-10-30,-0.000123228,-0.0011,-0.0014,0.0028,0.00003,2003-10-30,0.001913856,0,0.002007084
2003-10-31,-0.001039417,0.0028,-0.0059,-0.0012,0.00003,2003-10-31,0.000975626,0,0.001985043
2003-11-03,0.000530603,0.0093,0.0067,0.0045,0.00004,2003-11-03,0.002368175,0,0.001797572
2003-11-04,-0.002754216,-0.0045,0.0075,0.004,0.00004,2003-11-04,-0.001332297,0.000532081,0.001914
2003-11-05,0.003529663,-0.0004,0.0022,-0.0007,0.00004,2003-11-05,0.004816926,0,0.001247263
2003-11-06,0.001017903,0.0058,0.0007,0.0019,0.00004,2003-11-06,0.002230677,0,0.001172774
2003-11-07,-0.001026956,-0.0033,0.0034,0.003,0.00004,2003-11-07,7.71E-05,0,0.001064056
2003-11-10,-0.000557,-0.0074,-0.0098,-0.0006,0.00004,2003-11-10,0.001146596,0,0.001663596
2003-11-11,-0.003191772,-0.0021,-0.0058,-0.0012,0.00004,2003-11-11,-0.002300529,0.000862647,0.00171389
2003-11-12,-0.00848655,0.0133,0.0102,-0.0026,0.00004,2003-11-12,-0.00677552,0,0.00167103
2003-11-13,0.013597853,0.0003,0.0023,-0.0026,0.00004,2003-11-13,0.015549676,0,0.001911823
2003-11-14,0.001879586,-0.0083,-0.006,-0.0012,0.00004,2003-11-14,0.003396799,0,0.001477213
2003-11-17,-0.008729582,-0.0072,-0.0065,-0.0019,0.00004,2003-11-17,-0.006998099,0,0.001691483
2003-11-18,-0.003136714,-0.0087,0.0012,0.0006,0.00004,2003-11-18,-0.00172411,0,0.001372604
2003-11-19,-0.004131804,0.0076,0.0009,-0.0006,0.00004,2003-11-19,-0.003120032,0,0.000971772
2003-11-20,0.001542722,-0.0077,0.0012,0.0004,0.00004,2003-11-20,0.002169531,0.000486731,0.00107354
2003-11-21,-0.006793374,0.0021,0.0013,0.006,0.00004,2003-11-21,-0.005550577,0,0.001202797
2003-11-24,0.008004391,0.0171,0.0072,-0.0001,0.00004,2003-11-24,0.009085775,0.000241569,0.001282953
2003-11-25,0.002619003,0.0031,0.0026,0.0055,0.00004,2003-11-25,0.003918264,0,0.001259261
2003-11-26,0.005840857,0.004,-0.001,0.0046,0.00004,2003-11-26,0.007021898,0,0.001141041
2003-11-28,0.002698009,0.0011,0.0027,-0.0019,0.00004,2003-11-28,0.003650826,0,0.000912817
2003-12-01,0.00421014,0.0111,0.0036,-0.0004,0.00004,2003-12-01,0.005488532,0,0.001238392
2003-12-02,-0.000107501,-0.0027,0.0013,0.0012,0.00004,2003-12-02,0.001115062,0.00014296,0.001325523
2003-12-03,0.001598293,-0.0034,-0.0114,0.0027,0.00004,2003-12-03,0.002823577,0,0.001185284
2003-12-04,0.001901486,0.0026,-0.0035,-0.003,0.00004,2003-12-04,0.003779311,0,0.001837825
2003-12-05,-0.001936251,-0.0079,-0.0004,-0.0017,0.00004,2003-12-05,-0.001006011,0.00016857,0.00105881
2003-12-08,0.003171494,0.0065,-0.0016,0.0026,0.00004,2003-12-08,0.004634292,0,0.001422798
2003-12-09,-0.001457658,-0.0095,-0.0055,0.0003,0.00004,2003-12-09,-0.000194527,0,0.001223131
2003-12-10,-0.000666509,-0.0029,-0.0099,-0.0024,0.00004,2003-12-10,-0.000193217,0.000810454,0.001243746
2003-12-11,-0.004378723,0.0134,0.0122,0.0019,0.00004,2003-12-11,-0.003811892,0.000832517,0.001359348
2003-12-12,0.006676545,0.0031,0.0053,0.0029,0.00004,2003-12-12,0.008158587,0,0.001442042
2003-12-15,0.005457416,-0.0073,-0.0135,0.0006,0.00004,2003-12-15,0.00651456,0.00033408,0.001351224
2003-12-16,-0.006317062,0.005,-0.0027,0.001,0.00004,2003-12-16,-0.004817072,0,0.00145999
2003-12-17,-0.003727351,0.0015,-0.0001,-0.0021,0.00004,2003-12-17,-0.002396966,0.00019896,0.001489345
2003-12-18,-0.001973155,0.0124,0.0028,0.0024,0.00004,2003-12-18,-0.000760616,0,0.001172539
2003-12-19,0.003948114,-0.0004,-0.0012,0.0037,0.00004,2003-12-19,0.004440359,0.00069122,0.001143465
2003-12-22,-0.0007518,0.0036,0.0001,0.0022,0.00004,2003-12-22,0.000363854,0,0.001075654
2003-12-23,0.000498968,0.0036,0.0064,0.0005,0.00004,2003-12-23,0.001571792,0.000356495,0.001389319
2003-12-24,0.000156281,-0.0018,-0.0022,0.0008,0.00004,2003-12-24,0.00125722,0.000177184,0.001238123
2003-12-26,-0.000299211,0.0019,0.0033,0.0006,0.00004,2003-12-26,0.000686412,0,0.000945623
2003-12-29,0.001957818,0.0129,0.0033,0.0001,0.00004,2003-12-29,0.002742309,0.000298655,0.001043146
2003-12-30,0.005089912,0.0005,0.0023,0.0017,0.00004,2003-12-30,0.006127079,0,0.000997167
2003-12-31,0.005366344,0.0001,-0.0138,0.0003,0.00004,2003-12-31,0.006305719,0.00056376,0.001463135
2004-01-02,0.002268201,-0.0017,0.0081,0.0043,0.00003,2004-01-02,0.003526279,0,0.001228078
2004-01-05,0.005484574,0.012,0.0042,0.0001,0.00003,2004-01-05,0.006347364,0,0.00083279
2004-01-06,-0.000527835,0.002,0.0009,0.0026,0.00003,2004-01-06,0.000760008,0,0.001257843
2004-01-07,0.003547955,0.0034,0.0057,-0.0008,0.00003,2004-01-07,0.005145776,0,0.001567821
2004-01-08,-1.26E-05,0.0045,0.0031,0.007,0.00003,2004-01-08,0.001236118,0,0.001218712
2004-01-09,0.005178257,-0.0072,-0.0001,0.0029,0.00003,2004-01-09,0.006230033,0,0.001021776
2004-01-12,0.005836657,0.0057,0.0092,0.0012,0.00003,2004-01-12,0.006985001,0,0.001118344
2004-01-13,0.005048083,-0.0051,0.0019,0.0007,0.00003,2004-01-13,0.00546185,0.000778735,0.001162502
2004-01-14,-0.003655852,0.008,-0.0008,0.0047,0.00003,2004-01-14,-0.002216681,0.000170247,0.001579418
2004-01-15,-0.003923815,0.0015,0.0002,-0.0031,0.00003,2004-01-15,-0.002226623,0,0.001667192
2004-01-16,-0.002406919,0.0072,0.0008,0.0061,0.00003,2004-01-16,-0.001165508,0,0.001211411
2004-01-20,0.000899809,0.0015,0.0116,0.0058,0.00003,2004-01-20,0.001990385,0.000110435,0.001171011
2004-01-21,0.002760881,0.0064,-0.0109,0.0034,0.00003,2004-01-21,0.004208782,0,0.001417901
2004-01-22,0.005814205,-0.0032,-0.0056,-0.0005,0.00003,2004-01-22,0.007146343,0,0.001302138
2004-01-23,0.000951297,-0.0014,0.009,-0.001,0.00003,2004-01-23,0.002444693,0,0.001463396
2004-01-26,0.001545906,0.0112,-0.001,-0.003,0.00003,2004-01-26,0.0018082,0.000712536,0.00094483
